Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Spring ,4/26/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2329.8,1.7%,39,80,3093,3,3564,44,5,4
Spring ,4/27/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1982.6,1.0%,19,124,2332,4,3468,100,42,4
Spring ,4/28/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2101,0.8%,16,39,610,4,30004,64,42,8
Spring ,4/29/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2011,0.8%,16,89,1421,2,10932,61,36,3
Spring ,4/30/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2756.6,1.5%,41,59,2405,1,15026,54,32,6
Spring ,5/1/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2433,1.3%,31,83,2591,2,15700,49,9,5
Spring ,5/2/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2373.8,1.2%,29,54,1569,3,21383,84,44,4
Spring ,5/3/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2611,1.3%,33,106,3452,2,17675,85,42,7
Spring ,5/4/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2825.6,1.7%,49,68,3340,4,6309,91,21,9
Spring ,5/5/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1823.4,1.5%,27,71,1890,5,4479,83,11,7
Spring ,5/6/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1751.8,1.5%,27,21,557,3,5201,85,35,2
Spring ,5/7/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2120,1.8%,38,120,4486,0,0,61,20,3
Spring ,5/8/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1442.8,1.1%,16,42,657,1,9295,71,29,6
Spring ,5/9/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1922.6,1.1%,21,116,2411,4,4383,72,27,2
Spring ,5/10/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2106.4,1.1%,24,60,1420,3,3302,84,17,2
Spring ,5/11/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1883.6,1.6%,30,88,2627,3,3179,47,41,5
Spring ,5/12/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2095.6,1.4%,28,59,1679,1,21768,53,45,4
Spring ,5/13/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2292.6,1.1%,26,95,2451,0,0,53,30,8
Spring ,5/14/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2115.6,1.1%,23,101,2383,2,12907,30,11,4
Spring ,5/15/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2532.6,1.6%,41,26,1045,2,3853,96,38,10
Spring ,5/16/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2672,1.3%,33,104,3476,4,3302,46,32,9
Spring ,5/17/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2615,1.0%,26,97,2516,5,3275,42,36,4
Spring ,5/18/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2643.4,1.4%,38,63,2390,1,3082,71,27,3
Spring ,5/19/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1722.6,1.5%,25,68,1720,0,0,86,20,5
Spring ,5/20/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2456,1.3%,32,117,3763,3,11896,53,23,7
Spring ,5/21/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2544,1.2%,29,52,1510,3,4190,47,30,11
Spring ,5/22/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2563,1.6%,40,94,3724,2,10836,48,47,7
Spring ,5/23/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2116.4,1.2%,26,102,2664,4,3468,76,35,2
Spring ,5/24/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1612.6,1.2%,19,69,1287,2,826,35,20,9
Spring ,5/25/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2795.4,0.9%,24,49,1165,1,1307,41,33,10
Spring ,5/26/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2231.8,1.2%,27,124,3317,4,1376,38,27,10
Spring ,5/27/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1758.6,1.0%,17,51,883,4,2270,102,42,6
Spring ,5/28/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2688,1.7%,45,37,1680,5,8000,58,32,4
Spring ,5/29/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1752.2,1.1%,19,73,1358,3,8332,102,18,5
Spring ,5/30/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1718.8,1.5%,25,42,1072,4,3805,62,29,3
Spring ,5/31/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2147.6,1.1%,23,35,825,5,10114,71,29,7
Summer ,6/1/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2055.3,1.2%,24,95,2276,2,4527,53,39,4
Summer ,6/2/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1587.4,1.0%,15,31,472,5,17145,58,35,8
Summer ,6/3/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1391.6,1.1%,16,28,450,3,1995,79,38,9
Summer ,6/4/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1493.6,1.1%,17,52,863,3,8139,55,27,10
Summer ,6/5/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1365,1.4%,19,27,513,6,5490,104,33,12
Summer ,6/6/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2442.7,1.2%,29,90,2603,3,33038,78,38,9
Summer ,6/7/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1659.6,1.2%,19,72,1391,2,7754,55,32,9
Summer ,6/8/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2429.2,1.1%,26,114,2923,4,275,55,5,8
Summer ,6/9/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1712.4,1.2%,20,41,841,4,4575,35,20,9
Summer ,6/10/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2110.8,1.3%,27,115,3065,4,7080,58,17,8
Summer ,6/11/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2122.7,1.4%,29,45,1291,2,9343,54,14,14
Summer ,6/12/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1646.3,1.2%,19,25,476,4,4190,70,6,12
Summer ,6/13/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1713.3,1.0%,18,67,1184,2,3784,86,35,8
Summer ,6/14/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1628.8,1.1%,18,15,267,5,5587,80,30,10
Summer ,6/15/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1681.1,1.4%,23,20,452,5,4197,65,17,5
Summer ,6/16/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2206.1,0.8%,18,13,228,5,6453,103,17,10
Summer ,6/17/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2098.2,1.1%,23,38,881,6,12618,55,36,15
Summer ,6/18/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2215.2,0.8%,18,30,547,2,2133,100,41,4
Summer ,6/19/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1516,1.1%,16,123,1995,5,23020,53,44,8
Summer ,6/20/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1875,1.3%,25,18,447,6,3027,61,17,6
Summer ,6/21/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2053.7,1.1%,22,90,1947,5,10884,86,20,10
Summer ,6/22/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1666.8,1.1%,18,84,1517,4,20757,90,36,7
Summer ,6/23/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1341.5,1.2%,16,104,1647,7,11221,84,5,12
Summer ,6/24/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1906.1,1.2%,23,103,2380,1,6213,55,26,12
Summer ,6/25/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1711.5,1.2%,21,104,2191,5,206,98,23,12
Summer ,6/26/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2048,1.0%,21,28,604,7,8284,98,14,8
Summer ,6/27/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2255.6,1.0%,23,93,2137,5,3708,59,9,14
Summer ,6/28/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1355.3,0.9%,12,15,182,2,16423,89,30,3
Summer ,6/29/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1893.7,1.1%,21,65,1374,3,5346,113,36,9
Summer ,6/30/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2317.2,1.3%,30,53,1619,7,3516,68,11,10
Summer ,7/1/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1813.5,0.9%,17,37,610,6,4334,59,47,14
Summer ,7/2/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2421.4,0.9%,23,52,1194,6,3922,67,21,7
Summer ,7/3/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1486.6,1.3%,20,114,2261,5,4266,79,38,11
Summer ,7/4/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1944.1,1.0%,19,118,2291,4,7561,104,15,10
Summer ,7/5/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1374.5,1.4%,19,37,701,5,757,77,29,12
Summer ,7/6/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1793.9,1.0%,17,37,637,1,4575,67,35,11
Summer ,7/7/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1856.8,1.0%,19,38,724,3,5538,55,24,14
Summer ,7/8/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1909.4,1.0%,20,10,203,7,7513,82,26,5
Summer ,7/9/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1666.9,1.2%,21,93,1904,5,18493,31,15,8
Summer ,7/10/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1622.3,1.0%,16,102,1594,1,4479,62,27,10
Summer ,7/11/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2330.3,1.2%,27,22,576,7,16134,83,9,11
Summer ,7/12/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1382.6,1.0%,14,41,576,1,1789,82,45,7
Summer ,7/13/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2097.9,1.0%,21,68,1440,5,8284,55,23,6
Summer ,7/14/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1781.3,0.9%,16,102,1677,6,11414,66,45,12
Summer ,7/15/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1416.1,0.9%,12,46,572,1,13340,68,41,4
Summer ,7/16/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2417.4,1.3%,32,18,581,6,11366,61,12,4
Summer ,7/17/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1885,1.4%,26,74,1924,6,3165,62,24,8
Summer ,7/18/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2046.8,1.0%,21,65,1360,7,3646,53,2,13
Summer ,7/19/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1906.3,1.0%,18,17,311,5,10210,26,8,8
Summer ,7/20/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2042.6,1.3%,27,13,353,7,10595,66,23,4
Summer ,7/21/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2018.6,0.9%,18,11,201,6,19410,47,2,7
Summer ,7/22/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2106.4,1.0%,20,50,1009,1,12714,49,11,13
Summer ,7/23/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1975.4,1.1%,22,18,403,3,6270,28,2,9
Summer ,7/24/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1667.2,1.4%,23,67,1555,3,3275,54,6,5
Summer ,7/25/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1910.1,0.9%,18,56,993,3,13774,46,14,11
Summer ,7/26/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1600,1.4%,23,34,757,7,12425,22,11,12
Summer ,7/27/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1927.1,1.1%,21,48,1012,2,5924,46,24,11
Summer ,7/28/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1582.7,1.2%,18,11,205,2,4527,32,26,6
Summer ,7/29/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1894.9,1.5%,28,83,2315,2,8813,32,30,7
Summer ,7/30/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2420.6,1.2%,29,45,1299,4,1926,31,15,9
Summer ,7/31/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2222.7,1.0%,23,67,1551,4,3027,17,17,8
Summer ,8/1/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2000.2,1.3%,27,69,1844,4,3516,53,0,6
Summer ,8/2/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1748.4,1.2%,22,22,466,4,3371,36,8,13
Summer ,8/3/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2130.6,1.0%,22,89,1944,5,4527,24,6,2
Summer ,8/4/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1363.5,1.1%,14,19,271,4,550,17,18,12
Summer ,8/5/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1237.6,1.1%,14,79,1097,6,4527,14,21,4
Summer ,8/6/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1754.8,1.2%,21,27,552,6,8621,19,27,7
Summer ,8/7/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2331.4,1.2%,27,38,1015,7,4238,73,23,9
Summer ,8/8/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1790.3,0.9%,16,91,1453,4,1238,35,21,10
Summer ,8/9/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1536.7,1.1%,18,71,1250,2,3234,31,23,4
Summer ,8/10/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1976.2,1.1%,22,29,630,6,6453,29,21,16
Summer ,8/11/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1793.6,1.1%,20,64,1301,4,3440,53,2,8
Summer ,8/12/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1867.2,1.1%,21,46,953,5,7850,32,9,5
Summer ,8/13/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1841.6,0.9%,17,19,314,6,6020,16,2,5
Summer ,8/14/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1685.8,0.9%,16,102,1604,6,3922,55,26,17
Summer ,8/15/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1524,1.3%,20,46,906,6,11799,26,12,8
Summer ,8/16/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1559.4,0.8%,13,37,467,5,413,65,14,14
Summer ,8/17/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1827.6,1.3%,24,25,611,6,4816,58,8,10
Summer ,8/18/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1379.5,1.0%,14,99,1392,2,6839,48,9,8
Summer ,8/19/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1859.4,1.1%,20,54,1108,6,9343,68,18,7
Summer ,8/20/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1537.8,1.1%,16,17,278,4,1720,67,11,9
Summer ,8/21/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1524.6,1.1%,17,21,343,4,4623,31,11,10
Summer ,8/22/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2034.2,0.9%,18,88,1588,3,9717,56,24,9
Summer ,8/23/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2186.1,1.5%,32,40,1308,6,3179,56,5,7
Summer ,8/24/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2378.9,1.4%,34,95,3202,4,7032,7,0,6
Summer ,8/25/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1372.7,1.4%,19,52,970,3,8514,20,12,13
Summer ,8/26/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1737.1,1.2%,20,27,537,4,3564,61,23,4
Summer ,8/27/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1350.3,1.1%,15,96,1483,4,8100,18,27,11
Summer ,8/28/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2286.4,0.8%,19,34,661,5,15655,42,8,3
Summer ,8/29/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2360.5,1.0%,23,95,2186,5,69,20,9,4
Summer ,8/30/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1753.1,1.3%,23,60,1372,5,3034,64,26,5
Summer ,8/31/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2318,1.2%,29,5,148,3,8715,52,17,5
Winter,9/1/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3566,1.1%,40,27,1055,6,3646,70,18,15
Winter,9/2/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3303,1.5%,49,76,3675,2,3082,37,14,6
Winter,9/3/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2816,1.4%,39,56,2172,2,4266,78,0,12
Winter,9/4/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2546,1.4%,36,36,1287,4,4197,49,6,10
Winter,9/5/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2674,1.5%,41,29,1188,5,4059,74,5,10
Winter,9/6/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2521,1.2%,29,35,1031,0,0,32,35,13
Winter,9/7/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2348,1.3%,30,45,1334,1,2958,83,2,7
Winter,9/8/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2717,1.1%,30,89,2722,3,3805,76,26,10
Winter,9/9/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2958,1.3%,38,86,3231,1,1582,47,39,3
Winter,9/10/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3496,1.6%,57,93,5260,2,4128,34,14,10
Winter,9/11/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2439,1.0%,25,96,2420,4,1926,23,26,8
Winter,9/12/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3043,1.7%,51,76,3869,2,4045,52,9,13
Winter,9/13/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2513,1.5%,38,101,3851,5,4816,50,23,5
Winter,9/14/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2982,1.2%,37,55,2035,4,10788,82,32,9
Winter,9/15/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2944,1.3%,37,42,1563,3,4266,64,6,11
Winter,9/16/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2798,1.1%,32,49,1550,5,13051,90,14,9
Winter,9/17/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2196,1.2%,26,58,1506,4,4720,56,41,14
Winter,9/18/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3240,0.9%,30,49,1493,2,6646,31,14,14
Winter,9/19/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3157,1.3%,41,113,4659,4,1032,76,18,10
Winter,9/20/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2605,1.5%,39,106,4106,3,8958,55,23,9
Winter,9/21/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2790,1.1%,30,91,2772,5,9054,43,6,10
Winter,9/22/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2914,1.2%,34,106,3545,4,16326,77,27,7
Winter,9/23/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3605,1.4%,49,41,2024,2,4768,100,5,10
Winter,9/24/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2454,1.2%,30,101,3037,1,3564,49,27,8
Winter,9/25/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3472,1.7%,59,82,4794,1,3768,50,29,12
Winter,9/26/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2945,1.8%,53,72,3808,3,963,59,2,2
Winter,9/27/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2526,1.5%,38,57,2179,0,0,25,12,12
Winter,9/28/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2363,1.3%,31,81,2502,1,3371,74,21,14
Winter,9/29/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2512,1.6%,39,26,1011,1,15893,84,18,10
Winter,9/30/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2866,1.5%,43,35,1506,3,8958,52,0,6
Winter,10/1/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3440,1.1%,37,34,1258,5,8139,12,36,6
Winter,10/2/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2024,1.5%,31,47,1465,2,8235,77,21,8
Winter,10/3/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3561,1.1%,40,81,3253,1,4912,77,38,16
Winter,10/4/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2908,1.3%,38,37,1419,1,1514,44,9,7
Winter,10/5/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3581,1.3%,45,89,4004,1,3578,38,2,14
Winter,10/6/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3566,1.4%,50,51,2551,4,6357,48,23,6
Winter,10/7/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2642,1.7%,44,82,3626,6,6935,37,39,13
Winter,10/8/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2208,1.3%,29,128,3763,4,1789,42,26,7
Winter,10/9/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2634,1.5%,40,86,3398,5,3371,32,0,7
Winter,10/10/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3183,1.3%,42,72,3058,5,4768,59,23,10
Winter,10/11/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3049,1.6%,48,74,3563,3,6357,60,3,4
Winter,10/12/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3151,1.5%,48,33,1576,0,0,41,36,9
Winter,10/13/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3564,1.0%,35,71,2493,2,3130,50,3,10
Winter,10/14/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3847,1.5%,57,101,5817,4,10788,73,2,13
Winter,10/15/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,1954,1.6%,31,68,2111,4,7024,47,17,8
Winter,10/16/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3294,1.4%,46,57,2636,5,69,67,9,3
Winter,10/17/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3636,1.5%,53,71,3815,8,3082,47,29,9
Winter,10/18/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2732,1.5%,40,49,1955,5,7995,50,9,15
Winter,10/19/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3284,1.2%,40,36,1435,3,13533,52,27,8
Winter,10/20/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3313,1.4%,47,7,321,4,8380,66,18,13
Winter,10/21/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2054,1.4%,28,23,644,5,4286,74,29,9
Winter,10/22/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3262,1.3%,42,38,1580,4,4575,46,32,9
Winter,10/23/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2506,1.4%,35,69,2431,4,4045,44,17,12
Winter,10/24/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2981,1.4%,40,31,1246,6,10354,44,41,10
Winter,10/25/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3642,1.5%,55,54,2960,4,3323,35,6,11
Winter,10/26/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2899,1.8%,52,77,4039,5,2339,77,2,9
Winter,10/27/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2214,1.1%,24,32,768,4,12714,54,29,12
Winter,10/28/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2284,1.6%,37,77,2846,5,6839,61,15,8
Winter,10/29/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2177,1.7%,37,75,2736,4,4623,48,2,6
Winter,10/30/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2226,1.4%,30,65,1993,6,5587,70,41,8
Winter,10/31/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2692,1.6%,43,69,2926,6,3371,38,5,7
Winter,11/1/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2455,1.3%,33,12,393,4,6935,80,0,11
Winter,11/2/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2107,1.1%,23,95,2172,5,4720,42,8,14
Winter,11/3/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2926,1.5%,44,46,2052,3,9969,71,30,6
Winter,11/4/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3628,1.2%,44,95,4119,7,2202,36,20,7
Winter,11/5/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3003,1.3%,40,105,4222,4,3096,91,32,5
Winter,11/6/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3377,1.4%,47,44,2044,2,3027,83,23,9
Winter,11/7/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2242,1.6%,35,110,3899,7,6164,72,2,11
Winter,11/8/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2536,1.1%,28,68,1930,7,4720,71,5,11
Winter,11/9/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3183,1.2%,39,20,781,7,4672,24,11,9
Winter,11/10/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3192,1.4%,45,96,4335,6,3564,67,14,12
Winter,11/11/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2482,1.6%,40,41,1660,6,5683,58,6,11
Winter,11/12/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3329,1.4%,45,26,1159,3,1995,91,11,11
Winter,11/13/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3024,1.6%,48,111,5301,3,8765,65,2,12
Winter,11/14/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2153,1.4%,29,90,2663,8,1926,47,12,7
Winter,11/15/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,2958,1.4%,40,78,3125,5,3660,71,5,12
Winter,11/16/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3520,1.2%,44,8,338,3,13437,47,18,13
Winter,11/17/2023,Mumbai,19.076,72.8777,Facebook,Mobile,Collection,3250,1.1%,35,108,3808,4,4672,80,17,13
